ref_date,geo,products_and_product_groups,value
2017-01-01,Alberta,Cigarettes,189
2017-01-01,Alberta,All-items excluding food,136.5
2017-01-01,Alberta,All-items excluding food and energy,134.8
2017-01-01,Alberta,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",136.4
2017-01-01,Alberta,All-items excluding alcoholic beverages and recreational cannabis,137.2
2017-01-01,Alberta,All-items excluding tobacco products and smokers' supplies and recreational cannabis,136.5
2017-01-01,Alberta,All-items excluding shelter,128.2
2017-01-01,Alberta,All-items excluding energy,136
2017-01-01,Alberta,All-items excluding gasoline,136.7
2017-01-01,Alberta,"All-items excluding shelter, insurance and financial services",125.4
2017-01-01,Alberta,Private transportation excluding gasoline,127.5
2017-01-01,Alberta,Food and energy,144.1
2017-01-01,Alberta,Fresh fruit and vegetables,129.2
2017-01-01,Alberta,Energy,149.9
2017-01-01,Alberta,Housing (1986 definition),149.8
2017-01-01,Alberta,Shelter (1986 definition),162
2017-01-01,Alberta,Goods and services,137.3
2017-01-01,Alberta,Goods,116.9
2017-01-01,Alberta,Durable goods,90.5
2017-01-01,Alberta,Semi-durable goods,98
2017-01-01,Alberta,Non-durable goods,139.5
2017-01-01,Alberta,Services,159.7
2017-01-01,British Columbia,All-items,125
2017-01-01,British Columbia,Food,137.7
2017-01-01,British Columbia,Food purchased from stores,136.6
2017-01-01,British Columbia,Meat,147.1
2017-01-01,British Columbia,Fresh or frozen meat (excluding poultry),158.9
2017-01-01,British Columbia,Fresh or frozen beef,162.8
2017-01-01,British Columbia,Fresh or frozen pork,152
2017-01-01,British Columbia,Fresh or frozen poultry,143.1
2017-01-01,British Columbia,Fresh or frozen chicken,149.5
2017-01-01,British Columbia,Processed meat,137.6
2017-01-01,British Columbia,"Fish, seafood and other marine products",135.1
2017-01-01,British Columbia,Fish,141.1
2017-01-01,British Columbia,Dairy products and eggs,132.1
2017-01-01,British Columbia,Dairy products,131.6
2017-01-01,British Columbia,Fresh milk,150.7
2017-01-01,British Columbia,Butter,131.6
2017-01-01,British Columbia,Cheese,119.5
2017-01-01,British Columbia,Eggs,135.5
2017-01-01,British Columbia,Bakery and cereal products (excluding baby food),143
2017-01-01,British Columbia,Bakery products,153.1
2017-01-01,British Columbia,Cereal products (excluding baby food),127.6
2017-01-01,British Columbia,"Fruit, fruit preparations and nuts",136.8
2017-01-01,British Columbia,Fresh fruit,141.7
2017-01-01,British Columbia,Preserved fruit and fruit preparations,120.2
2017-01-01,British Columbia,Vegetables and vegetable preparations,137.8
2017-01-01,British Columbia,Fresh vegetables,139
2017-01-01,British Columbia,Preserved vegetables and vegetable preparations,128.8
2017-01-01,British Columbia,Other food products and non-alcoholic beverages,127.7
2017-01-01,British Columbia,Sugar and confectionery,147.3
2017-01-01,British Columbia,Edible fats and oils,125.9
2017-01-01,British Columbia,Coffee and tea,128
2017-01-01,British Columbia,Non-alcoholic beverages,116.9
2017-01-01,British Columbia,Food purchased from restaurants,139.2
2017-01-01,British Columbia,Shelter,118.7
2017-01-01,British Columbia,Rented accommodation,118.5
2017-01-01,British Columbia,Rent,118.4
2017-01-01,British Columbia,Owned accommodation,113.2
2017-01-01,British Columbia,Homeowners' replacement cost,119.7
2017-01-01,British Columbia,Property taxes and other special charges,172.2
2017-01-01,British Columbia,Homeowners' home and mortgage insurance,185.8
2017-01-01,British Columbia,Homeowners' maintenance and repairs,131.6
2017-01-01,British Columbia,"Water, fuel and electricity",151
2017-01-01,British Columbia,Electricity,173.3
2017-01-01,British Columbia,Water,252.4
2017-01-01,British Columbia,Natural gas,93.2
2017-01-01,British Columbia,Fuel oil and other fuels,216.8
2017-01-01,British Columbia,"Household operations, furnishings and equipment",117.7
2017-01-01,British Columbia,Household operations,129.2
2017-01-01,British Columbia,Communications,121.8
2017-01-01,British Columbia,Telephone services,106.3
2017-01-01,British Columbia,Child care and housekeeping services,151.1
2017-01-01,British Columbia,Household cleaning products,105.8
2017-01-01,British Columbia,"Paper, plastic and aluminum foil supplies",117.6
2017-01-01,British Columbia,Other household goods and services,139
2017-01-01,British Columbia,Household furnishings and equipment,96.8
2017-01-01,British Columbia,Furniture and household textiles,93.1
2017-01-01,British Columbia,Furniture,90.5
2017-01-01,British Columbia,Household textiles,101.7
2017-01-01,British Columbia,Household equipment,90.9
2017-01-01,British Columbia,Household appliances,85.1
2017-01-01,British Columbia,"Non-electric kitchen utensils, tableware and cookware",89
2017-01-01,British Columbia,Clothing and footwear,104.5
2017-01-01,British Columbia,Clothing,90.6
2017-01-01,British Columbia,Women's clothing,87.6
2017-01-01,British Columbia,Men's clothing,98
2017-01-01,British Columbia,Children's clothing,83.7
2017-01-01,British Columbia,Footwear,105.3
2017-01-01,British Columbia,"Clothing accessories, watches and jewellery",149.8
2017-01-01,British Columbia,"Clothing material, notions and services",150.2
2017-01-01,British Columbia,Transportation,134.1
2017-01-01,British Columbia,Private transportation,132.8
2017-01-01,British Columbia,"Purchase, leasing and rental of passenger vehicles",100
2017-01-01,British Columbia,Purchase and leasing of passenger vehicles,100.2
2017-01-01,British Columbia,Purchase of passenger vehicles,100.8
2017-01-01,British Columbia,Operation of passenger vehicles,159.3
2017-01-01,British Columbia,Gasoline,178.5
2017-01-01,British Columbia,"Passenger vehicle parts, maintenance and repairs",136.9
2017-01-01,British Columbia,Other passenger vehicle operating expenses,155
2017-01-01,British Columbia,Passenger vehicle insurance premiums,154.9
2017-01-01,British Columbia,Passenger vehicle registration fees,100
2017-01-01,British Columbia,Public transportation,144.3
2017-01-01,British Columbia,Local and commuter transportation,144.8
2017-01-01,British Columbia,City bus and subway transportation,138.8
2017-01-01,British Columbia,Taxi and other local and commuter transportation services,146
2017-01-01,British Columbia,Inter-city transportation,143.6
2017-01-01,British Columbia,Health and personal care,118.1
2017-01-01,British Columbia,Health care,122.4
2017-01-01,British Columbia,Health care goods,98.1
2017-01-01,British Columbia,Medicinal and pharmaceutical products,95.3
2017-01-01,British Columbia,Prescribed medicines (excluding medicinal cannabis),80.3
2017-01-01,British Columbia,Non-prescribed medicines,120.4
2017-01-01,British Columbia,Health care services,160.9
2017-01-01,British Columbia,Personal care,113.1
2017-01-01,British Columbia,Personal care supplies and equipment,102
2017-01-01,British Columbia,Personal care services,128.9
2017-01-01,British Columbia,"Recreation, education and reading",122.3
2017-01-01,British Columbia,Recreation,104.9
2017-01-01,British Columbia,Recreational equipment and services (excluding recreational vehicles),51
2017-01-01,British Columbia,Purchase and operation of recreational vehicles,133.1
2017-01-01,British Columbia,"Home entertainment equipment, parts and services",53.5
2017-01-01,British Columbia,Travel services,108.5
2017-01-01,British Columbia,Traveller accommodation,106.2
2017-01-01,British Columbia,Other cultural and recreational services,169.1
2017-01-01,British Columbia,Video and audio subscription services,202.1
2017-01-01,British Columbia,Education and reading,181.4
2017-01-01,British Columbia,Education,191.6
2017-01-01,British Columbia,Tuition fees,214.3
2017-01-01,British Columbia,Reading material (excluding textbooks),159.4
2017-01-01,British Columbia,"Alcoholic beverages, tobacco products and recreational cannabis",145.1
2017-01-01,British Columbia,Alcoholic beverages,122.4
2017-01-01,British Columbia,Alcoholic beverages served in licensed establishments,125.2
2017-01-01,British Columbia,Alcoholic beverages purchased from stores,121.9
2017-01-01,British Columbia,Beer purchased from stores,135.5
2017-01-01,British Columbia,Wine purchased from stores,101.3
2017-01-01,British Columbia,Liquor purchased from stores,122.8
2017-01-01,British Columbia,Tobacco products and smokers' supplies,183.1
2017-01-01,British Columbia,Cigarettes,183
2017-01-01,British Columbia,All-items excluding food,122.5
2017-01-01,British Columbia,All-items excluding food and energy,119.1
2017-01-01,British Columbia,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",124.3
2017-01-01,British Columbia,All-items excluding alcoholic beverages and recreational cannabis,125
2017-01-01,British Columbia,All-items excluding tobacco products and smokers' supplies and recreational cannabis,124.3
2017-01-01,British Columbia,All-items excluding shelter,127.5
2017-01-01,British Columbia,All-items excluding energy,122.4
2017-01-01,British Columbia,All-items excluding gasoline,123.1
2017-01-01,British Columbia,"All-items excluding shelter, insurance and financial services",126.2
2017-01-01,British Columbia,Private transportation excluding gasoline,120.6
2017-01-01,British Columbia,Food and energy,143.8
2017-01-01,British Columbia,Fresh fruit and vegetables,139.7
2017-01-01,British Columbia,Energy,159.4
2017-01-01,British Columbia,Housing (1986 definition),118.4
2017-01-01,British Columbia,Shelter (1986 definition),118.5
2017-01-01,British Columbia,Goods and services,125
2017-01-01,British Columbia,Goods,118.1
2017-01-01,British Columbia,Durable goods,89.7
2017-01-01,British Columbia,Semi-durable goods,102.8
2017-01-01,British Columbia,Non-durable goods,138.5
2017-01-01,British Columbia,Services,130.9
2017-01-01,"Whitehorse, Yukon",All-items,127.5
2017-01-01,"Whitehorse, Yukon",Food,132.5
2017-01-01,"Whitehorse, Yukon",Food purchased from stores,134.9
2017-01-01,"Whitehorse, Yukon",Meat,137.5
2017-01-01,"Whitehorse, Yukon",Fresh or frozen meat (excluding poultry),140.7
2017-01-01,"Whitehorse, Yukon",Fresh or frozen beef,162.7
2017-01-01,"Whitehorse, Yukon",Fresh or frozen pork,99.8
2017-01-01,"Whitehorse, Yukon",Fresh or frozen poultry,135
2017-01-01,"Whitehorse, Yukon",Fresh or frozen chicken,136.1
2017-01-01,"Whitehorse, Yukon",Processed meat,133.9
2017-01-01,"Whitehorse, Yukon","Fish, seafood and other marine products",127.2
2017-01-01,"Whitehorse, Yukon",Fish,144.6
2017-01-01,"Whitehorse, Yukon",Dairy products and eggs,134.1
2017-01-01,"Whitehorse, Yukon",Dairy products,131.2
2017-01-01,"Whitehorse, Yukon",Fresh milk,150.8
2017-01-01,"Whitehorse, Yukon",Butter,122
2017-01-01,"Whitehorse, Yukon",Cheese,125.6
2017-01-01,"Whitehorse, Yukon",Eggs,168.4
2017-01-01,"Whitehorse, Yukon",Bakery and cereal products (excluding baby food),142.8
2017-01-01,"Whitehorse, Yukon",Bakery products,166.8
2017-01-01,"Whitehorse, Yukon",Cereal products (excluding baby food),108.3
2017-01-01,"Whitehorse, Yukon","Fruit, fruit preparations and nuts",139.4
2017-01-01,"Whitehorse, Yukon",Fresh fruit,137.9
2017-01-01,"Whitehorse, Yukon",Preserved fruit and fruit preparations,131.6
2017-01-01,"Whitehorse, Yukon",Vegetables and vegetable preparations,124.6
2017-01-01,"Whitehorse, Yukon",Fresh vegetables,124.4
2017-01-01,"Whitehorse, Yukon",Preserved vegetables and vegetable preparations,124.6
2017-01-01,"Whitehorse, Yukon",Other food products and non-alcoholic beverages,132.7
2017-01-01,"Whitehorse, Yukon",Sugar and confectionery,168.3
2017-01-01,"Whitehorse, Yukon",Edible fats and oils,113.7
2017-01-01,"Whitehorse, Yukon",Coffee and tea,147.4
2017-01-01,"Whitehorse, Yukon",Non-alcoholic beverages,104.2
2017-01-01,"Whitehorse, Yukon",Food purchased from restaurants,127.7
2017-01-01,"Whitehorse, Yukon",Shelter,147.9
2017-01-01,"Whitehorse, Yukon","Water, fuel and electricity",153.3
2017-01-01,"Whitehorse, Yukon",Electricity,125.6
2017-01-01,"Whitehorse, Yukon",Water,173.3
2017-01-01,"Whitehorse, Yukon",Fuel oil and other fuels,180.5
2017-01-01,"Whitehorse, Yukon","Household operations, furnishings and equipment",108.3
2017-01-01,"Whitehorse, Yukon",Household operations,115.6
2017-01-01,"Whitehorse, Yukon",Communications,96.9
2017-01-01,"Whitehorse, Yukon",Telephone services,97.3
2017-01-01,"Whitehorse, Yukon",Child care and housekeeping services,138.6
2017-01-01,"Whitehorse, Yukon",Household cleaning products,95.9
2017-01-01,"Whitehorse, Yukon","Paper, plastic and aluminum foil supplies",120
2017-01-01,"Whitehorse, Yukon",Other household goods and services,138
2017-01-01,"Whitehorse, Yukon",Household furnishings and equipment,95
2017-01-01,"Whitehorse, Yukon",Furniture and household textiles,90.7
2017-01-01,"Whitehorse, Yukon",Furniture,87.6
2017-01-01,"Whitehorse, Yukon",Household textiles,107.9
2017-01-01,"Whitehorse, Yukon",Household equipment,90.5
2017-01-01,"Whitehorse, Yukon",Household appliances,91
2017-01-01,"Whitehorse, Yukon","Non-electric kitchen utensils, tableware and cookware",71.5
2017-01-01,"Whitehorse, Yukon",Clothing and footwear,99.7
2017-01-01,"Whitehorse, Yukon",Clothing,93.3
2017-01-01,"Whitehorse, Yukon",Women's clothing,80.7
2017-01-01,"Whitehorse, Yukon",Men's clothing,119.2
2017-01-01,"Whitehorse, Yukon",Children's clothing,84.1
2017-01-01,"Whitehorse, Yukon",Footwear,99.9
2017-01-01,"Whitehorse, Yukon","Clothing accessories, watches and jewellery",151.4
2017-01-01,"Whitehorse, Yukon","Clothing material, notions and services",117.1
2017-01-01,"Whitehorse, Yukon",Transportation,130.8
2017-01-01,"Whitehorse, Yukon",Private transportation,128.1
2017-01-01,"Whitehorse, Yukon","Purchase, leasing and rental of passenger vehicles",104
2017-01-01,"Whitehorse, Yukon",Purchase and leasing of passenger vehicles,106.3
2017-01-01,"Whitehorse, Yukon",Purchase of passenger vehicles,106.4
2017-01-01,"Whitehorse, Yukon",Operation of passenger vehicles,156.3
2017-01-01,"Whitehorse, Yukon",Gasoline,142.6
2017-01-01,"Whitehorse, Yukon","Passenger vehicle parts, maintenance and repairs",137.6
2017-01-01,"Whitehorse, Yukon",Other passenger vehicle operating expenses,203.8
2017-01-01,"Whitehorse, Yukon",Passenger vehicle insurance premiums,214
2017-01-01,"Whitehorse, Yukon",Passenger vehicle registration fees,111.6
2017-01-01,"Whitehorse, Yukon",Public transportation,141
2017-01-01,"Whitehorse, Yukon",Local and commuter transportation,144.3
2017-01-01,"Whitehorse, Yukon",City bus and subway transportation,170.6
2017-01-01,"Whitehorse, Yukon",Taxi and other local and commuter transportation services,130.3
2017-01-01,"Whitehorse, Yukon",Inter-city transportation,140
2017-01-01,"Whitehorse, Yukon",Health and personal care,125.9
2017-01-01,"Whitehorse, Yukon",Health care,130.1
2017-01-01,"Whitehorse, Yukon",Health care goods,107.7
2017-01-01,"Whitehorse, Yukon",Medicinal and pharmaceutical products,107
2017-01-01,"Whitehorse, Yukon",Prescribed medicines (excluding medicinal cannabis),88.9
2017-01-01,"Whitehorse, Yukon",Non-prescribed medicines,116.8
2017-01-01,"Whitehorse, Yukon",Health care services,156.9
2017-01-01,"Whitehorse, Yukon",Personal care,120.6
2017-01-01,"Whitehorse, Yukon",Personal care supplies and equipment,109.2
2017-01-01,"Whitehorse, Yukon",Personal care services,140.5
2017-01-01,"Whitehorse, Yukon","Recreation, education and reading",100.3
2017-01-01,"Whitehorse, Yukon",Recreation,93.1
2017-01-01,"Whitehorse, Yukon",Recreational equipment and services (excluding recreational vehicles),55.9
2017-01-01,"Whitehorse, Yukon",Purchase and operation of recreational vehicles,131.5
2017-01-01,"Whitehorse, Yukon","Home entertainment equipment, parts and services",64.9
2017-01-01,"Whitehorse, Yukon",Travel services,100
2017-01-01,"Whitehorse, Yukon",Traveller accommodation,95.5
2017-01-01,"Whitehorse, Yukon",Other cultural and recreational services,124.1
2017-01-01,"Whitehorse, Yukon",Education and reading,139
2017-01-01,"Whitehorse, Yukon",Reading material (excluding textbooks),122.4
2017-01-01,"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",160.8
2017-01-01,"Whitehorse, Yukon",Alcoholic beverages,127.2
2017-01-01,"Whitehorse, Yukon",Alcoholic beverages served in licensed establishments,125.7
2017-01-01,"Whitehorse, Yukon",Alcoholic beverages purchased from stores,127.1
2017-01-01,"Whitehorse, Yukon",Beer purchased from stores,147.5
2017-01-01,"Whitehorse, Yukon",Wine purchased from stores,112.3
2017-01-01,"Whitehorse, Yukon",Liquor purchased from stores,103.3
2017-01-01,"Whitehorse, Yukon",Tobacco products and smokers' supplies,208.4
2017-01-01,"Whitehorse, Yukon",Cigarettes,208.4
2017-01-01,"Whitehorse, Yukon",All-items excluding food,126.5
2017-01-01,"Whitehorse, Yukon",All-items excluding food and energy,124
2017-01-01,"Whitehorse, Yukon","All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",126.2
2017-01-01,"Whitehorse, Yukon",All-items excluding alcoholic beverages and recreational cannabis,127.5
2017-01-01,"Whitehorse, Yukon",All-items excluding tobacco products and smokers' supplies and recreational cannabis,126.3
2017-01-01,"Whitehorse, Yukon",All-items excluding shelter,121.1
2017-01-01,"Whitehorse, Yukon",All-items excluding energy,125.8
2017-01-01,"Whitehorse, Yukon",All-items excluding gasoline,127
2017-01-01,"Whitehorse, Yukon","All-items excluding shelter, insurance and financial services",118.9
2017-01-01,"Whitehorse, Yukon",Private transportation excluding gasoline,126.6
2017-01-01,"Whitehorse, Yukon",Food and energy,135.7
2017-01-01,"Whitehorse, Yukon",Fresh fruit and vegetables,131.6
2017-01-01,"Whitehorse, Yukon",Energy,144.9
2017-01-01,"Whitehorse, Yukon",Housing (1986 definition),133.4
2017-01-01,"Whitehorse, Yukon",Goods and services,127.5
2017-01-01,"Whitehorse, Yukon",Goods,116.8
2017-01-01,"Whitehorse, Yukon",Durable goods,90.3
2017-01-01,"Whitehorse, Yukon",Semi-durable goods,98
2017-01-01,"Whitehorse, Yukon",Non-durable goods,137.6
2017-01-01,"Whitehorse, Yukon",Services,139.8
2017-01-01,"Yellowknife, Northwest Territories",All-items,133.5
2017-01-01,"Yellowknife, Northwest Territories",Food,142.6
2017-01-01,"Yellowknife, Northwest Territories",Food purchased from stores,141.7
2017-01-01,"Yellowknife, Northwest Territories",Meat,184.9
2017-01-01,"Yellowknife, Northwest Territories",Fresh or frozen meat (excluding poultry),183.6
2017-01-01,"Yellowknife, Northwest Territories",Fresh or frozen beef,207.6
2017-01-01,"Yellowknife, Northwest Territories",Fresh or frozen pork,151.7
2017-01-01,"Yellowknife, Northwest Territories",Fresh or frozen poultry,224.1
2017-01-01,"Yellowknife, Northwest Territories",Fresh or frozen chicken,213.6
2017-01-01,"Yellowknife, Northwest Territories",Processed meat,144.8
2017-01-01,"Yellowknife, Northwest Territories","Fish, seafood and other marine products",137.6
2017-01-01,"Yellowknife, Northwest Territories",Fish,134.1
2017-01-01,"Yellowknife, Northwest Territories",Dairy products and eggs,129.8
2017-01-01,"Yellowknife, Northwest Territories",Dairy products,129.2
2017-01-01,"Yellowknife, Northwest Territories",Fresh milk,137.8
2017-01-01,"Yellowknife, Northwest Territories",Butter,130.2
2017-01-01,"Yellowknife, Northwest Territories",Cheese,121.2
2017-01-01,"Yellowknife, Northwest Territories",Eggs,139.8
2017-01-01,"Yellowknife, Northwest Territories",Bakery and cereal products (excluding baby food),138.1
2017-01-01,"Yellowknife, Northwest Territories",Bakery products,138.3
2017-01-01,"Yellowknife, Northwest Territories",Cereal products (excluding baby food),136.1
2017-01-01,"Yellowknife, Northwest Territories","Fruit, fruit preparations and nuts",132.4
2017-01-01,"Yellowknife, Northwest Territories",Fresh fruit,143
2017-01-01,"Yellowknife, Northwest Territories",Preserved fruit and fruit preparations,118.3
2017-01-01,"Yellowknife, Northwest Territories",Vegetables and vegetable preparations,163.1
2017-01-01,"Yellowknife, Northwest Territories",Fresh vegetables,177.3
2017-01-01,"Yellowknife, Northwest Territories",Preserved vegetables and vegetable preparations,119.1
2017-01-01,"Yellowknife, Northwest Territories",Other food products and non-alcoholic beverages,118.6
2017-01-01,"Yellowknife, Northwest Territories",Sugar and confectionery,138.7
2017-01-01,"Yellowknife, Northwest Territories",Edible fats and oils,122.5
2017-01-01,"Yellowknife, Northwest Territories",Coffee and tea,111.3
2017-01-01,"Yellowknife, Northwest Territories",Non-alcoholic beverages,87.8
2017-01-01,"Yellowknife, Northwest Territories",Food purchased from restaurants,144.7
2017-01-01,"Yellowknife, Northwest Territories",Shelter,150.9
2017-01-01,"Yellowknife, Northwest Territories","Water, fuel and electricity",193.2
2017-01-01,"Yellowknife, Northwest Territories",Electricity,195.3
2017-01-01,"Yellowknife, Northwest Territories",Water,156.2
2017-01-01,"Yellowknife, Northwest Territories",Fuel oil and other fuels,215.6
2017-01-01,"Yellowknife, Northwest Territories","Household operations, furnishings and equipment",115
2017-01-01,"Yellowknife, Northwest Territories",Household operations,122.4
2017-01-01,"Yellowknife, Northwest Territories",Communications,98.3
2017-01-01,"Yellowknife, Northwest Territories",Telephone services,98.2
2017-01-01,"Yellowknife, Northwest Territories",Child care and housekeeping services,136.7
2017-01-01,"Yellowknife, Northwest Territories",Household cleaning products,101.6
2017-01-01,"Yellowknife, Northwest Territories","Paper, plastic and aluminum foil supplies",113.1
2017-01-01,"Yellowknife, Northwest Territories",Other household goods and services,164.9
2017-01-01,"Yellowknife, Northwest Territories",Household furnishings and equipment,98.9
2017-01-01,"Yellowknife, Northwest Territories",Furniture and household textiles,92
2017-01-01,"Yellowknife, Northwest Territories",Furniture,86.4
2017-01-01,"Yellowknife, Northwest Territories",Household textiles,118.7
2017-01-01,"Yellowknife, Northwest Territories",Household equipment,97.9
2017-01-01,"Yellowknife, Northwest Territories",Household appliances,94.5
2017-01-01,"Yellowknife, Northwest Territories","Non-electric kitchen utensils, tableware and cookware",74
2017-01-01,"Yellowknife, Northwest Territories",Clothing and footwear,107.2
2017-01-01,"Yellowknife, Northwest Territories",Clothing,100.8
2017-01-01,"Yellowknife, Northwest Territories",Women's clothing,90.7
2017-01-01,"Yellowknife, Northwest Territories",Men's clothing,120.6
2017-01-01,"Yellowknife, Northwest Territories",Children's clothing,86.8
2017-01-01,"Yellowknife, Northwest Territories",Footwear,96.6
2017-01-01,"Yellowknife, Northwest Territories","Clothing accessories, watches and jewellery",151
2017-01-01,"Yellowknife, Northwest Territories","Clothing material, notions and services",120.8
2017-01-01,"Yellowknife, Northwest Territories",Transportation,129.7
2017-01-01,"Yellowknife, Northwest Territories",Private transportation,128.3
2017-01-01,"Yellowknife, Northwest Territories","Purchase, leasing and rental of passenger vehicles",106.1
2017-01-01,"Yellowknife, Northwest Territories",Purchase and leasing of passenger vehicles,104.6
2017-01-01,"Yellowknife, Northwest Territories",Purchase of passenger vehicles,104.9
2017-01-01,"Yellowknife, Northwest Territories",Operation of passenger vehicles,152.5
2017-01-01,"Yellowknife, Northwest Territories",Gasoline,134.9
2017-01-01,"Yellowknife, Northwest Territories","Passenger vehicle parts, maintenance and repairs",152.2
2017-01-01,"Yellowknife, Northwest Territories",Other passenger vehicle operating expenses,175.6
2017-01-01,"Yellowknife, Northwest Territories",Passenger vehicle insurance premiums,192
2017-01-01,"Yellowknife, Northwest Territories",Passenger vehicle registration fees,127.1
2017-01-01,"Yellowknife, Northwest Territories",Public transportation,139.2
2017-01-01,"Yellowknife, Northwest Territories",Local and commuter transportation,131.5
2017-01-01,"Yellowknife, Northwest Territories",City bus and subway transportation,148.4
2017-01-01,"Yellowknife, Northwest Territories",Taxi and other local and commuter transportation services,129.4
2017-01-01,"Yellowknife, Northwest Territories",Inter-city transportation,140.3
2017-01-01,"Yellowknife, Northwest Territories",Health and personal care,122.2
2017-01-01,"Yellowknife, Northwest Territories",Health care,121.5
2017-01-01,"Yellowknife, Northwest Territories",Health care goods,106.6
2017-01-01,"Yellowknife, Northwest Territories",Medicinal and pharmaceutical products,98.7
2017-01-01,"Yellowknife, Northwest Territories",Prescribed medicines (excluding medicinal cannabis),83.1
2017-01-01,"Yellowknife, Northwest Territories",Non-prescribed medicines,111.6
2017-01-01,"Yellowknife, Northwest Territories",Health care services,141.2
2017-01-01,"Yellowknife, Northwest Territories",Personal care,122.2
2017-01-01,"Yellowknife, Northwest Territories",Personal care supplies and equipment,104.6
2017-01-01,"Yellowknife, Northwest Territories",Personal care services,147.3
2017-01-01,"Yellowknife, Northwest Territories","Recreation, education and reading",106.1
2017-01-01,"Yellowknife, Northwest Territories",Recreation,101.6
2017-01-01,"Yellowknife, Northwest Territories",Recreational equipment and services (excluding recreational vehicles),62.5
2017-01-01,"Yellowknife, Northwest Territories",Purchase and operation of recreational vehicles,124.4
2017-01-01,"Yellowknife, Northwest Territories","Home entertainment equipment, parts and services",66.3
2017-01-01,"Yellowknife, Northwest Territories",Travel services,98.4
2017-01-01,"Yellowknife, Northwest Territories",Traveller accommodation,91.8
2017-01-01,"Yellowknife, Northwest Territories",Other cultural and recreational services,159.9
2017-01-01,"Yellowknife, Northwest Territories",Education and reading,132.8
2017-01-01,"Yellowknife, Northwest Territories",Reading material (excluding textbooks),112.5
2017-01-01,"Yellowknife, Northwest Territories","Alcoholic beverages, tobacco products and recreational cannabis",173.7
2017-01-01,"Yellowknife, Northwest Territories",Alcoholic beverages,145.6
2017-01-01,"Yellowknife, Northwest Territories",Alcoholic beverages served in licensed establishments,179
2017-01-01,"Yellowknife, Northwest Territories",Alcoholic beverages purchased from stores,126
2017-01-01,"Yellowknife, Northwest Territories",Beer purchased from stores,140.1
2017-01-01,"Yellowknife, Northwest Territories",Wine purchased from stores,114.2
2017-01-01,"Yellowknife, Northwest Territories",Liquor purchased from stores,114.7
2017-01-01,"Yellowknife, Northwest Territories",Tobacco products and smokers' supplies,213.6
2017-01-01,"Yellowknife, Northwest Territories",Cigarettes,213.6
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding food,131.9
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding food and energy,126.9
2017-01-01,"Yellowknife, Northwest Territories","All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",131.9
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding alcoholic beverages and recreational cannabis,133.2
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding tobacco products and smokers' supplies and recreational cannabis,132.2
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding shelter,126
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding energy,129.6
2017-01-01,"Yellowknife, Northwest Territories",All-items excluding gasoline,133.2
2017-01-01,"Yellowknife, Northwest Territories","All-items excluding shelter, insurance and financial services",124.7
2017-01-01,"Yellowknife, Northwest Territories",Private transportation excluding gasoline,123.8
2017-01-01,"Yellowknife, Northwest Territories",Food and energy,153.9
2017-01-01,"Yellowknife, Northwest Territories",Fresh fruit and vegetables,159.2
2017-01-01,"Yellowknife, Northwest Territories",Energy,174
2017-01-01,"Yellowknife, Northwest Territories",Housing (1986 definition),139.7
2017-01-01,"Yellowknife, Northwest Territories",Goods and services,133.5
2017-01-01,"Yellowknife, Northwest Territories",Goods,126.7
2017-01-01,"Yellowknife, Northwest Territories",Durable goods,94
2017-01-01,"Yellowknife, Northwest Territories",Semi-durable goods,104.3
2017-01-01,"Yellowknife, Northwest Territories",Non-durable goods,151.4
2017-01-01,"Yellowknife, Northwest Territories",Services,140.1
2017-01-01,"Iqaluit, Nunavut",All-items,125.4
2018-01-01,Canada,All-items,133.4
2018-01-01,Canada,Food,145.3
2018-01-01,Canada,Food purchased from stores,142.3
2018-01-01,Canada,Meat,157.8
2018-01-01,Canada,Fresh or frozen meat (excluding poultry),167
2018-01-01,Canada,Fresh or frozen beef,178
2018-01-01,Canada,Fresh or frozen pork,141.4
2018-01-01,Canada,Other fresh or frozen meat (excluding poultry),159.6
2018-01-01,Canada,Fresh or frozen poultry,154.8
2018-01-01,Canada,Fresh or frozen chicken,159.6
2018-01-01,Canada,Other fresh or frozen poultry,128.4
2018-01-01,Canada,Processed meat,147.1
2018-01-01,Canada,Ham and bacon,141.4
2018-01-01,Canada,Other processed meat,153.1
2018-01-01,Canada,"Fish, seafood and other marine products",137.3
2018-01-01,Canada,Fish,148.2
2018-01-01,Canada,Fresh or frozen fish (including portions and fish sticks),147.1
2018-01-01,Canada,Canned and other preserved fish,147.1
2018-01-01,Canada,Seafood and other marine products,111.8
2018-01-01,Canada,Dairy products and eggs,134.1
2018-01-01,Canada,Dairy products,132.5
2018-01-01,Canada,Fresh milk,141.4
2018-01-01,Canada,Butter,138.1
